Event,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination
?,Eduardo,Clase,1-0,?,?,1400,?,?,?,C44,Scotch,40/9000:40/9000:40/9000,unterminated
