Event,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination
PGN Import,Eduardo,Clase,1-0,?,?,200,1200,?,?,?,?,40/9000:40/9000:40/9000,normal
